SpeciesCode,Year,Flag,GearCode,Catch
SWO,1957,Ghana,GILL,0
MAW,1957,Ghana,UNCL,0
FRI,1957,Venezuela,SURF,1000
BRS,1957,Venezuela,SURF,2700
SWO,1957,Mexico,LL,0
BLF,1957,EU-France,UNCL,100
BON,1957,EU-France,UNCL,100
SWO,1957,EU-France,UNCL,100
CER,1957,EU-France,UNCL,200
YFT,1957,Angola,BB,2287
LTA,1957,Angola,TRAP,2158
LTA,1957,Angola,SURF,54
LTA,1957,Angola,BBI,9
SKJ,1957,Angola,SURF,3
SKJ,1957,Angola,BBI,15
BON,1957,Angola,TRAP,1158
BON,1957,Angola,SURF,64
BON,1957,Angola,BBI,35
FRI,1957,Angola,TRAP,603
FRI,1957,Angola,SURF,121
SWO,1957,Angola,UNCL,100
MAW,1957,Angola,BB,0
TUN,1957,EU-France,UNCL,1000
CER,1957,EU-France,UNCL,100
TUN,1957,Israel,UNCL,300
BON,1957,EU-Bulgaria,UNCL,0
BFT,1958,Algerie,TRAP,78
BON,1958,Algerie,UNCL,0
BON,1958,Argentina,PS,0
YFT,1958,Brazil,LL,1740
SKJ,1958,Brazil,BB,200
BON,1958,Brazil,UNCL,0
SAI,1958,Brazil,LL,0
BUM,1958,Brazil,LL,0
WHM,1958,Brazil,LL,0
SWO,1958,Brazil,LL,0
BFT,1958,Canada,HARPE,38
SWO,1958,Canada,HARP,3219
BLF,1958,Cuba,UNCL,0
SKJ,1958,Cuba,BB,1450
SSM,1958,Cuba,UNCL,0
SWO,1958,Cuba,LL,0
BFT,1958,EU-France,GILL,294
BFT,1958,EU-France,BB,1303
YFT,1958,EU-France,BB,8300
ALB,1958,EU-France,TROL,8646
ALB,1958,EU-France,BB,8633
BFT,1958,EU-Greece,HAND,700
BON,1958,EU-Greece,UNCL,1300
BFT,1958,EU-Italy,PSFB,158
BON,1958,EU-Italy,UNCL,0
BFT,1958,Japan,LL,2
BFT,1958,Japan,LL,32
ALB,1958,Japan,LLFB,945
ALB,1958,Japan,LLFB,1047
TUN,1958,Japan,LLFB,159
BFT,1958,Libya,TRAP,1200
BFT,1958,EU-Malta,UNCL,100
BFT,1958,Maroc,PS,2539
BON,1958,Maroc,SURF,3000
BOP,1958,Maroc,SURF,2700
SWO,1958,Maroc,TRAP,0
ALB,1958,EU-Portugal,BB,300
BET,1958,EU-Portugal,BB,2497
BET,1958,EU-Portugal,BB,1340
SKJ,1958,EU-Portugal,BB,314
SKJ,1958,EU-Portugal,BB,86
TUN,1958,EU-Portugal,TRAP,347
TUN,1958,EU-Portugal,SURF,1467
ALB,1958,South Africa,UNCL,0
ALB,1958,EU-España,TROL,25299
ALB,1958,EU-España,BB,8625
BON,1958,EU-España,TRAP,40
BON,1958,EU-España,TRAP,109
BON,1958,EU-España,SURF,800
FRI,1958,EU-España,TRAP,576
FRI,1958,EU-España,SURF,5500
SWO,1958,EU-España,LLSWO,832
SWO,1958,EU-España,LLSWO,414
TUN,1958,EU-España,TRAP,21
TUN,1958,EU-España,SURF,100
BFT,1958,Tunisie,TRAP,0
BFT,1958,Türkiye,TRAP,400
BON,1958,Türkiye,UNCL,27200
BFT,1958,USA,LL,14
BFT,1958,USA,PS,138
BFT,1958,USA,TRAP,869
BFT,1958,USA,TRAW,0
BFT,1958,USA,HARP,23
BFT,1958,USA,HAND,49
BFT,1958,USA,GILL,0
BFT,1958,USA,RRFB,15
BFT,1958,USA,RRFS,3
BFT,1958,USA,LL-B,26
YFT,1958,USA,TRAW,283
LTA,1958,USA,TRAP,6
LTA,1958,USA,HS,0
BON,1958,USA,PS,0
BON,1958,USA,TROL,6
BON,1958,USA,TRAP,12
BON,1958,USA,HAND,3
BON,1958,USA,GILL,3
BON,1958,USA,HS,2
SSM,1958,USA,TROL,188
SSM,1958,USA,TRAP,7
SSM,1958,USA,TRAW,2
SSM,1958,USA,HAND,141
SSM,1958,USA,GILL,4703
SSM,1958,USA,HS,90
SSM,1958,USA,TN,41
KGM,1958,USA,TROL,1421
KGM,1958,USA,TRAP,3
KGM,1958,USA,TRAW,0
KGM,1958,USA,HAND,32
KGM,1958,USA,GILL,25
KGM,1958,USA,HS,4
SAI,1958,USA,RR,0
BUM,1958,USA,RR,0
WHM,1958,USA,RR,0
SWO,1958,USA,HARP,710
BFT,1958,Yugoslavia Fed,PS,388
LTA,1958,Yugoslavia Fed,PS,47
BON,1958,Yugoslavia Fed,PS,13
LTA,1958,Ghana,UNCL,0
FRI,1958,Ghana,UNCL,0
SWO,1958,Ghana,GILL,0
MAW,1958,Ghana,UNCL,0
FRI,1958,Venezuela,SURF,1200
BRS,1958,Venezuela,SURF,3000
SWO,1958,Mexico,LL,0
BLF,1958,EU-France,UNCL,500
BON,1958,EU-France,UNCL,100
SWO,1958,EU-France,UNCL,100
CER,1958,EU-France,UNCL,200
YFT,1958,Angola,BB,2004
LTA,1958,Angola,TRAP,3291
LTA,1958,Angola,SURF,61
LTA,1958,Angola,BBI,1
SKJ,1958,Angola,BBI,58
BON,1958,Angola,TRAP,793
BON,1958,Angola,SURF,10
FRI,1958,Angola,TRAP,1323
FRI,1958,Angola,SURF,41
SWO,1958,Angola,BB,0
MAW,1958,Angola,BB,0
TUN,1958,EU-France,UNCL,900
CER,1958,EU-France,UNCL,300
TUN,1958,Israel,UNCL,500
BON,1958,EU-Bulgaria,UNCL,0
BFT,1959,Algerie,TRAP,0
BON,1959,Algerie,UNCL,0
ALB,1959,Argentina,LL,1700
BON,1959,Argentina,PS,0
YFT,1959,Brazil,LL,5920
SKJ,1959,Brazil,BB,0
BON,1959,Brazil,SURF,300
SAI,1959,Brazil,LL,0
BUM,1959,Brazil,LL,0
WHM,1959,Brazil,LL,0
SWO,1959,Brazil,LL,0
BFT,1959,Canada,HARPE,79
BFT,1959,Canada,RRFB,14
SWO,1959,Canada,HARP,4014
BLF,1959,Cuba,UNCL,0
SKJ,1959,Cuba,BB,1830
SSM,1959,Cuba,SURF,1170
SWO,1959,Cuba,LL,300
BFT,1959,EU-France,GILL,384
BFT,1959,EU-France,BB,2031
YFT,1959,EU-France,BB,4500
ALB,1959,EU-France,TROL,8224
ALB,1959,EU-France,BB,10697
BFT,1959,EU-Greece,HAND,700
BON,1959,EU-Greece,UNCL,900
BFT,1959,EU-Italy,PSFB,60
BON,1959,EU-Italy,UNCL,0
BFT,1959,Japan,LL,56
BFT,1959,Japan,LL,200
ALB,1959,Japan,LLFB,599
ALB,1959,Japan,LLFB,3015
TUN,1959,Japan,LLFB,155
BFT,1959,Libya,TRAP,1100
BFT,1959,EU-Malta,UNCL,100
BON,1959,Maroc,SURF,1000
BOP,1959,Maroc,SURF,1000
SWO,1959,Maroc,TRAP,0
ALB,1959,EU-Portugal,BB,570
BET,1959,EU-Portugal,BB,4277
BET,1959,EU-Portugal,BB,1977
SKJ,1959,EU-Portugal,BB,170
SKJ,1959,EU-Portugal,BB,167
TUN,1959,EU-Portugal,TRAP,154
TUN,1959,EU-Portugal,SURF,658
ALB,1959,South Africa,UNCL,0
ALB,1959,EU-España,TROL,22572
ALB,1959,EU-España,BB,7250
BON,1959,EU-España,SURF,4100
FRI,1959,EU-España,TRAP,100
FRI,1959,EU-España,SURF,2800
SWO,1959,EU-España,LLSWO,1100
BFT,1959,Türkiye,TRAP,500
BON,1959,Türkiye,UNCL,10600
BFT,1959,USA,LL,83
BFT,1959,USA,PS,781
BFT,1959,USA,TRAP,302
BFT,1959,USA,TRAW,0
BFT,1959,USA,HARP,46
BFT,1959,USA,HAND,49
BFT,1959,USA,RRFB,9
BFT,1959,USA,RRFS,7
YFT,1959,USA,LL,111
LTA,1959,USA,PS,0
LTA,1959,USA,TROL,2
LTA,1959,USA,TRAP,78
LTA,1959,USA,HAND,1
LTA,1959,USA,GILL,0
LTA,1959,USA,HS,0
BON,1959,USA,PS,19
BON,1959,USA,TROL,25
BON,1959,USA,TRAP,64
BON,1959,USA,TRAW,0
BON,1959,USA,HAND,2
BON,1959,USA,GILL,1
BON,1959,USA,HS,2
FRI,1959,USA,TRAP,0
SSM,1959,USA,TROL,173
SSM,1959,USA,TRAP,11
SSM,1959,USA,TRAW,1
SSM,1959,USA,HAND,90
SSM,1959,USA,GILL,2807
SSM,1959,USA,HS,123
SSM,1959,USA,TN,69
KGM,1959,USA,TROL,1540
KGM,1959,USA,TRAP,2
KGM,1959,USA,HAND,20
KGM,1959,USA,GILL,9
KGM,1959,USA,HS,2
KGM,1959,USA,TN,2
SAI,1959,USA,RR,0
BUM,1959,USA,RR,0
WHM,1959,USA,RR,0
SWO,1959,USA,TRAW,0
SWO,1959,USA,HARP,690
BFT,1959,Yugoslavia Fed,PS,224
LTA,1959,Yugoslavia Fed,PS,11
BON,1959,Yugoslavia Fed,PS,30
LTA,1959,Ghana,UNCL,0
FRI,1959,Ghana,UNCL,0
SWO,1959,Ghana,GILL,0
MAW,1959,Ghana,UNCL,0
FRI,1959,Venezuela,SURF,1700
BRS,1959,Venezuela,SURF,3200
SWO,1959,Mexico,LL,0
BLF,1959,EU-France,UNCL,600
BON,1959,EU-France,UNCL,300
SWO,1959,EU-France,UNCL,100
CER,1959,EU-France,UNCL,300
YFT,1959,Angola,BB,1275
LTA,1959,Angola,TRAP,9285
LTA,1959,Angola,SURF,286
LTA,1959,Angola,BBI,8
SKJ,1959,Angola,BBI,89
BON,1959,Angola,TRAP,490
BON,1959,Angola,SURF,25
BON,1959,Angola,BBI,3
FRI,1959,Angola,TRAP,1411
FRI,1959,Angola,SURF,93
SWO,1959,Angola,UNCL,100
MAW,1959,Angola,BB,0
TUN,1959,EU-France,UNCL,800
CER,1959,EU-France,UNCL,400
TUN,1959,Israel,UNCL,500
BON,1959,EU-Bulgaria,UNCL,0
BFT,1960,Algerie,TRAP,0
BON,1960,Algerie,TRAP,0
YFT,1960,Argentina,LL,2
ALB,1960,Argentina,LL,1802
BET,1960,Argentina,LL,56
BON,1960,Argentina,PS,0
SWO,1960,Argentina,LL,281
YFT,1960,Brazil,LL,4700
SKJ,1960,Brazil,BB,0
BON,1960,Brazil,SURF,100
SAI,1960,Brazil,LL,0
BUM,1960,Brazil,LL,0
WHM,1960,Brazil,LL,0
SWO,1960,Brazil,LL,0
BFT,1960,Canada,TRAP,32
BFT,1960,Canada,RRFB,5
SWO,1960,Canada,HARP,2328
BLF,1960,Cuba,UNCL,0
SKJ,1960,Cuba,BB,3263
SSM,1960,Cuba,SURF,1537
SWO,1960,Cuba,LL,300
BFT,1960,EU-France,BB,553
BFT,1960,EU-France,GILL,400
YFT,1960,EU-France,BB,8900
ALB,1960,EU-France,TROL,10183
ALB,1960,EU-France,BB,9414
BFT,1960,EU-Greece,HAND,900
BON,1960,EU-Greece,UNCL,1400
BFT,1960,EU-Italy,PSFB,69
BON,1960,EU-Italy,UNCL,600
BFT,1960,Japan,LL,481
BFT,1960,Japan,LL,339
ALB,1960,Japan,LLFB,1131
ALB,1960,Japan,LLFB,8673
TUN,1960,Japan,LLFB,605
BFT,1960,Libya,TRAP,1100
BFT,1960,EU-Malta,UNCL,100
BFT,1960,Maroc,PS,2286
BFT,1960,Maroc,TRAP,3714
BON,1960,Maroc,SURF,1800
BOP,1960,Maroc,SURF,1000
SWO,1960,Maroc,TRAP,0
ALB,1960,EU-Portugal,BB,600
BET,1960,EU-Portugal,BB,4573
BET,1960,EU-Portugal,BB,1554
SKJ,1960,EU-Portugal,BB,461
SKJ,1960,EU-Portugal,BB,158
TUN,1960,EU-Portugal,TRAP,102
TUN,1960,EU-Portugal,SURF,1355
ALB,1960,South Africa,UNCL,0
ALB,1960,EU-España,TROL,22889
ALB,1960,EU-España,BB,8125
LTA,1960,EU-España,TRAP,1
BON,1960,EU-España,TRAP,23
BON,1960,EU-España,TRAP,139
BON,1960,EU-España,SURF,3600
FRI,1960,EU-España,TRAP,171
FRI,1960,EU-España,SURF,4200
SWO,1960,EU-España,LLSWO,722
BFT,1960,Türkiye,TRAP,300
BON,1960,Türkiye,UNCL,32200
BFT,1960,USA,LL,1
BFT,1960,USA,PS,277
BFT,1960,USA,TRAP,204
BFT,1960,USA,HARP,119
BFT,1960,USA,HAND,31
BFT,1960,USA,RR,24
LTA,1960,USA,TROL,0
LTA,1960,USA,TRAP,4
LTA,1960,USA,HAND,1
LTA,1960,USA,GILL,0
LTA,1960,USA,HS,2
BON,1960,USA,PS,1
BON,1960,USA,TROL,3
BON,1960,USA,TRAP,47
BON,1960,USA,TRAW,1
BON,1960,USA,HAND,19
BON,1960,USA,GILL,8
BON,1960,USA,HS,2
SSM,1960,USA,TROL,130
SSM,1960,USA,TRAP,11
SSM,1960,USA,TRAW,1
SSM,1960,USA,HAND,159
SSM,1960,USA,GILL,3066
SSM,1960,USA,HS,182
SSM,1960,USA,TN,32
KGM,1960,USA,TROL,1606
KGM,1960,USA,TRAP,2
KGM,1960,USA,TRAW,0
KGM,1960,USA,HAND,23
KGM,1960,USA,GILL,32
KGM,1960,USA,HS,9
SAI,1960,USA,RR,111
BUM,1960,USA,RR,103
WHM,1960,USA,RR,60
SWO,1960,USA,TRAW,0
SWO,1960,USA,HARP,458
BFT,1960,Yugoslavia Fed,PS,109
LTA,1960,Yugoslavia Fed,PS,12
BON,1960,Yugoslavia Fed,PS,20
LTA,1960,Ghana,UNCL,0
FRI,1960,Ghana,UNCL,0
SWO,1960,Ghana,GILL,0
MAW,1960,Ghana,UNCL,0
FRI,1960,Venezuela,SURF,1300
BRS,1960,Venezuela,SURF,4100
SSM,1960,Mexico,LL,2000
KGM,1960,Mexico,LL,1000
SWO,1960,Mexico,LL,0
BLF,1960,EU-France,UNCL,600
BON,1960,EU-France,UNCL,200
CER,1960,EU-France,UNCL,400
YFT,1960,Angola,BB,2347
LTA,1960,Angola,TRAP,2936
LTA,1960,Angola,SURF,9
LTA,1960,Angola,BBI,48
SKJ,1960,Angola,BBI,529
BON,1960,Angola,TRAP,510
BON,1960,Angola,SURF,51
BON,1960,Angola,BBI,1
FRI,1960,Angola,TRAP,1555
FRI,1960,Angola,SURF,53
SWO,1960,Angola,UNCL,100
MAW,1960,Angola,BB,0
TUN,1960,EU-France,UNCL,800
CER,1960,EU-France,UNCL,400
TUN,1960,Israel,UNCL,500
TUN,1960,Lebanon,UNCL,600
BON,1960,EU-Bulgaria,UNCL,0
BFT,1961,Algerie,TRAP,0
BON,1961,Algerie,TRAP,0
YFT,1961,Argentina,LL,25
ALB,1961,Argentina,LL,1472
BET,1961,Argentina,LL,163
BON,1961,Argentina,PS,0
KGM,1961,Argentina,LL,7
SWO,1961,Argentina,LL,111
YFT,1961,Brazil,LL,4400
SKJ,1961,Brazil,BB,300
BON,1961,Brazil,SURF,800
SAI,1961,Brazil,LL,159
BUM,1961,Brazil,LL,41
WHM,1961,Brazil,LL,60
SWO,1961,Brazil,LL,440
BFT,1961,Canada,TRAP,79
BFT,1961,Canada,RRFB,41
SWO,1961,Canada,HARP,1913
BLF,1961,Cuba,UNCL,0
SKJ,1961,Cuba,BB,2995
SSM,1961,Cuba,SURF,1400
SWO,1961,Cuba,LL,300
BFT,1961,EU-France,BB,907
BFT,1961,EU-France,GILL,599
YFT,1961,EU-France,BB,7800
ALB,1961,EU-France,TROL,9165
ALB,1961,EU-France,BB,7927
SKJ,1961,EU-France,BB,360
BFT,1961,EU-Greece,HAND,1100
BON,1961,EU-Greece,UNCL,1900
BFT,1961,EU-Italy,PSFB,244
BON,1961,EU-Italy,UNCL,2000
BFT,1961,Japan,LL,204
BFT,1961,Japan,LL,373
ALB,1961,Japan,LLFB,380
ALB,1961,Japan,LLFB,8893
TUN,1961,Japan,LLFB,600
BFT,1961,Libya,TRAP,1000
BFT,1961,EU-Malta,UNCL,100
BFT,1961,Maroc,PS,2994
BFT,1961,Maroc,TRAP,1377
BON,1961,Maroc,SURF,700
FRI,1961,Maroc,SURF,113
BOP,1961,Maroc,SURF,2200
SWO,1961,Maroc,LLSWO,6
SWO,1961,Maroc,LLSWO,94
BFT,1961,Norway,LL,19
ALB,1961,EU-Portugal,BB,600
BET,1961,EU-Portugal,BB,4529
BET,1961,EU-Portugal,BB,1276
SKJ,1961,EU-Portugal,BB,791
SKJ,1961,EU-Portugal,BB,34
TUN,1961,EU-Portugal,TRAP,43
TUN,1961,EU-Portugal,SURF,221
ALB,1961,South Africa,UNCL,400
ALB,1961,EU-España,TROL,11742
ALB,1961,EU-España,BB,12593
BON,1961,EU-España,TRAP,28
BON,1961,EU-España,SURF,2672
FRI,1961,EU-España,TRAP,800
FRI,1961,EU-España,SURF,2600
SWO,1961,EU-España,LLSWO,1700
BFT,1961,Türkiye,TRAP,300
BON,1961,Türkiye,UNCL,41800
BFT,1961,USA,PS,903
BFT,1961,USA,TRAP,79
BFT,1961,USA,HARP,78
BFT,1961,USA,HAND,7
BFT,1961,USA,RR,60
BFT,1961,USA,GILL,0
LTA,1961,USA,TRAP,1
LTA,1961,USA,TRAW,0
BON,1961,USA,TROL,3
BON,1961,USA,TRAP,43
BON,1961,USA,TRAW,0
BON,1961,USA,HAND,0
BON,1961,USA,GILL,12
BON,1961,USA,HS,5
SSM,1961,USA,TROL,88
SSM,1961,USA,TRAP,61
SSM,1961,USA,TRAW,1
SSM,1961,USA,HAND,98
SSM,1961,USA,GILL,2966
SSM,1961,USA,HS,118
SSM,1961,USA,TN,40
KGM,1961,USA,TROL,1643
KGM,1961,USA,TRAP,8
KGM,1961,USA,HAND,30
KGM,1961,USA,GILL,35
KGM,1961,USA,HS,18
SAI,1961,USA,RR,126
BUM,1961,USA,RR,116
WHM,1961,USA,RR,60
SWO,1961,USA,TRAW,0
SWO,1961,USA,HARP,408
BFT,1961,Yugoslavia Fed,PS,123
LTA,1961,Yugoslavia Fed,PS,24
BON,1961,Yugoslavia Fed,PS,82
LTA,1961,Ghana,UNCL,0
FRI,1961,Ghana,UNCL,0
SWO,1961,Ghana,GILL,0
MAW,1961,Ghana,UNCL,0
FRI,1961,Venezuela,SURF,800
SAI,1961,Venezuela,LL,37
SAI,1961,Venezuela,RR,7
BUM,1961,Venezuela,LL,152
BUM,1961,Venezuela,RR,6
WHM,1961,Venezuela,LL,11
WHM,1961,Venezuela,RR,7
BRS,1961,Venezuela,SURF,3500
SSM,1961,Mexico,LL,2900
KGM,1961,Mexico,LL,1000
SWO,1961,Mexico,LL,0
BLF,1961,EU-France,UNCL,400
BON,1961,EU-France,UNCL,300
CER,1961,EU-France,UNCL,200
YFT,1961,Angola,BB,2039
LTA,1961,Angola,TRAP,2400
LTA,1961,Angola,SURF,46
LTA,1961,Angola,BBI,5
SKJ,1961,Angola,SURF,1
SKJ,1961,Angola,BBI,1387
BON,1961,Angola,TRAP,289
BON,1961,Angola,SURF,15
BON,1961,Angola,BBI,29
FRI,1961,Angola,TRAP,1982
FRI,1961,Angola,SURF,146
FRI,1961,Angola,BBI,12
SWO,1961,Angola,UNCL,200
MAW,1961,Angola,BB,0
TUN,1961,EU-France,UNCL,900
CER,1961,EU-France,UNCL,400
TUN,1961,Israel,UNCL,700
TUN,1961,Lebanon,UNCL,500
BON,1961,EU-Bulgaria,UNCL,0
BFT,1962,Algerie,TRAP,0
BON,1962,Algerie,TRAP,0
BFT,1962,Argentina,LL,106
YFT,1962,Argentina,LL,23
ALB,1962,Argentina,LL,749
BET,1962,Argentina,LL,213
BON,1962,Argentina,PS,200
KGM,1962,Argentina,LL,14
SWO,1962,Argentina,LL,196
YFT,1962,Brazil,LL,1400
SKJ,1962,Brazil,BB,300
BON,1962,Brazil,SURF,3000
SAI,1962,Brazil,LL,91
BUM,1962,Brazil,LL,24
WHM,1962,Brazil,LL,34
SWO,1962,Brazil,LL,251
BFT,1962,Canada,TRAP,137
BFT,1962,Canada,RRFB,40
SWO,1962,Canada,LL-surf,311
SWO,1962,Canada,HARP,1781
ALB,1962,Chinese Taipei,LL,17
BLF,1962,Cuba,UNCL,0
SKJ,1962,Cuba,BB,1249
SSM,1962,Cuba,SURF,1000
SWO,1962,Cuba,LL,400
BFT,1962,EU-France,BB,965
BFT,1962,EU-France,GILL,214
YFT,1962,EU-France,BB,6100
ALB,1962,EU-France,TROL,12589
ALB,1962,EU-France,BB,7704
BET,1962,EU-France,BB,400
SKJ,1962,EU-France,BB,1700
BFT,1962,EU-Greece,HAND,1000
BON,1962,EU-Greece,UNCL,2000
BFT,1962,EU-Italy,PSFB,171
BON,1962,EU-Italy,UNCL,1100
YFT,1962,Japan,BB,1164
ALB,1962,Japan,LLMB,787
ALB,1962,Japan,LLMB,2262
ALB,1962,Japan,LLFB,4929
ALB,1962,Japan,LLFB,14160
BET,1962,Japan,BB,26
SKJ,1962,Japan,BB,1542
TUN,1962,Japan,LLMB,795
TUN,1962,Japan,LLFB,282
TUN,1962,Japan,BB,14
BFT,1962,Libya,TRAP,800
BFT,1962,EU-Malta,UNCL,100
BFT,1962,Maroc,PS,1628
BFT,1962,Maroc,TRAP,3648
BON,1962,Maroc,SURF,700
FRI,1962,Maroc,SURF,339
BOP,1962,Maroc,SURF,3000
SWO,1962,Maroc,LLSWO,12
SWO,1962,Maroc,LLSWO,188
ALB,1962,EU-Portugal,BB,620
BET,1962,EU-Portugal,BB,3967
BET,1962,EU-Portugal,BB,2621
SKJ,1962,EU-Portugal,BB,1317
SKJ,1962,EU-Portugal,BB,958
TUN,1962,EU-Portugal,TRAP,35
TUN,1962,EU-Portugal,SURF,786
ALB,1962,South Africa,UNCL,1800
YFT,1962,EU-España,BB,1502
ALB,1962,EU-España,TROL,18354
ALB,1962,EU-España,BB,13145
BET,1962,EU-España,BB,98
LTA,1962,EU-España,TRAP,6
LTA,1962,EU-España,SURF,8
LTA,1962,EU-España,SURF,23
SKJ,1962,EU-España,BB,1700
BON,1962,EU-España,TRAP,83
BON,1962,EU-España,TRAP,6
BON,1962,EU-España,SURF,2429
BON,1962,EU-España,SURF,578
FRI,1962,EU-España,TRAP,674
FRI,1962,EU-España,SURF,668
SWO,1962,EU-España,LLSWO,2300
TUN,1962,EU-España,SURF,200
BFT,1962,Tunisie,TRAP,404
BFT,1962,Türkiye,TRAP,200
BON,1962,Türkiye,UNCL,3800
BFT,1962,USA,LL,26
BFT,1962,USA,PS,3768
BFT,1962,USA,TRAP,87
BFT,1962,USA,HARP,44
BFT,1962,USA,HAND,32
BFT,1962,USA,RR,340
YFT,1962,USA,LL,17
LTA,1962,USA,LL,0
LTA,1962,USA,PS,0
LTA,1962,USA,TROL,0
LTA,1962,USA,TRAP,7
LTA,1962,USA,GILL,0
LTA,1962,USA,HS,0
SKJ,1962,USA,PS,463
BON,1962,USA,PS,0
BON,1962,USA,TROL,4
BON,1962,USA,TRAP,63
BON,1962,USA,TRAW,1
BON,1962,USA,HAND,0
BON,1962,USA,GILL,7
BON,1962,USA,HS,1
SSM,1962,USA,TROL,111
SSM,1962,USA,TRAP,9
SSM,1962,USA,TRAW,1
SSM,1962,USA,HAND,83
SSM,1962,USA,GILL,3919
SSM,1962,USA,HS,199
SSM,1962,USA,TN,33
KGM,1962,USA,TROL,1214
KGM,1962,USA,TRAP,3
KGM,1962,USA,HAND,46
KGM,1962,USA,GILL,583
KGM,1962,USA,HS,26
KGM,1962,USA,TN,2
SAI,1962,USA,RR,142
BUM,1962,USA,RR,115
WHM,1962,USA,RR,74
SWO,1962,USA,LL,65
SWO,1962,USA,HARP,359
BFT,1962,Yugoslavia Fed,PS,87
LTA,1962,Yugoslavia Fed,PS,2
BON,1962,Yugoslavia Fed,PS,42
LTA,1962,Ghana,UNCL,0
FRI,1962,Ghana,UNCL,0
SWO,1962,Ghana,GILL,0
MAW,1962,Ghana,UNCL,0
FRI,1962,Venezuela,SURF,1000
SAI,1962,Venezuela,LL,63
SAI,1962,Venezuela,RR,5
BUM,1962,Venezuela,LL,99
BUM,1962,Venezuela,RR,6
WHM,1962,Venezuela,LL,30
WHM,1962,Venezuela,RR,5
SWO,1962,Venezuela,LL,8
BRS,1962,Venezuela,SURF,3300
SSM,1962,Mexico,LL,3000
KGM,1962,Mexico,LL,1000
SWO,1962,Mexico,LL,0
BLF,1962,EU-France,UNCL,700
BON,1962,EU-France,UNCL,300
CER,1962,EU-France,UNCL,200
YFT,1962,Angola,BB,1791
LTA,1962,Angola,TRAP,4831
LTA,1962,Angola,SURF,223
LTA,1962,Angola,BBI,20
SKJ,1962,Angola,TRAP,1
SKJ,1962,Angola,SURF,7
SKJ,1962,Angola,BBI,2047
BON,1962,Angola,TRAP,441
BON,1962,Angola,SURF,53
BON,1962,Angola,BBI,3
FRI,1962,Angola,TRAP,1194
FRI,1962,Angola,SURF,310
SWO,1962,Angola,BB,0
MAW,1962,Angola,BB,0
TUN,1962,EU-France,UNCL,950
CER,1962,EU-France,UNCL,400
TUN,1962,Israel,UNCL,1000
TUN,1962,Lebanon,UNCL,400
BON,1962,EU-Bulgaria,UNCL,0
BFT,1963,Algerie,TRAP,0
BON,1963,Algerie,TRAP,0
BFT,1963,Argentina,LL,271
YFT,1963,Argentina,LL,78
ALB,1963,Argentina,LL,1547
BET,1963,Argentina,LL,235
BON,1963,Argentina,PS,600
KGM,1963,Argentina,LL,18
SWO,1963,Argentina,LL,400
YFT,1963,Brazil,LL,2400
BLF,1963,Brazil,SURF,88
SKJ,1963,Brazil,BB,300
BON,1963,Brazil,SURF,1600
SAI,1963,Brazil,LL,46
BUM,1963,Brazil,LL,12
WHM,1963,Brazil,LL,17
SWO,1963,Brazil,LL,125
BFT,1963,Canada,PS,323
BFT,1963,Canada,TRAP,229
BFT,1963,Canada,RRFB,90
SKJ,1963,Canada,PS,14
SWO,1963,Canada,LL-surf,6682
SWO,1963,Canada,HARP,800
ALB,1963,Chinese Taipei,LL,18
YFT,1963,Cuba,LL,1700
BLF,1963,Cuba,UNCL,0
SKJ,1963,Cuba,BB,668
SSM,1963,Cuba,SURF,700
SAI,1963,Cuba,LL,13
SAI,1963,Cuba,LL,10
BUM,1963,Cuba,LL,123
BUM,1963,Cuba,LL,22
WHM,1963,Cuba,LL,35
WHM,1963,Cuba,LL,9
SWO,1963,Cuba,LL,125
SWO,1963,Cuba,LL,63
BFT,1963,EU-France,BB,543
BFT,1963,EU-France,GILL,668
YFT,1963,EU-France,BB,12250
YFT,1963,EU-France,PSM,800
ALB,1963,EU-France,TROL,9804
ALB,1963,EU-France,BB,6435
BET,1963,EU-France,BB,2400
SKJ,1963,EU-France,BB,2100
SKJ,1963,EU-France,PSM,170
BFT,1963,EU-Germany,HAND,0
BON,1963,EU-Germany,UNCL,0
BFT,1963,EU-Greece,HAND,1200
BON,1963,EU-Greece,UNCL,2200
BFT,1963,EU-Italy,PSFB,989
BON,1963,EU-Italy,UNCL,1000
YFT,1963,Japan,BB,877
ALB,1963,Japan,LLMB,5549
ALB,1963,Japan,LLMB,5727
ALB,1963,Japan,LLFB,9084
ALB,1963,Japan,LLFB,9377
BET,1963,Japan,BB,15
SKJ,1963,Japan,BB,4599
TUN,1963,Japan,LLMB,981
TUN,1963,Japan,LLFB,410
TUN,1963,Japan,BB,77
BFT,1963,Libya,TRAP,100
BFT,1963,EU-Malta,UNCL,100
BFT,1963,Maroc,PS,1419
BFT,1963,Maroc,TRAP,2318
BON,1963,Maroc,TRAP,400
BON,1963,Maroc,SURF,700
FRI,1963,Maroc,SURF,959
BOP,1963,Maroc,SURF,3100
SWO,1963,Maroc,LLSWO,6
SWO,1963,Maroc,LLSWO,94
ALB,1963,EU-Portugal,BB,970
BET,1963,EU-Portugal,BB,5335
BET,1963,EU-Portugal,BB,2686
SKJ,1963,EU-Portugal,BB,2847
SKJ,1963,EU-Portugal,BB,573
TUN,1963,EU-Portugal,TRAP,169
TUN,1963,EU-Portugal,SURF,556
SBF,1963,South Africa,LL,723
YFT,1963,South Africa,LL,71
ALB,1963,South Africa,LL,734
